umap_x,umap_y,label
-1.9769474,-0.003963057,1
-1.9768584,-0.24053845,1
-1.9754281,-0.095848,1
-1.9753052,-0.08983434,1
-1.974798,-0.09254675,1
-1.9746791,-0.005309363,1
-1.9736168,-0.08267733,1
-1.9735732,-0.23812698,1
-1.9733891,-0.089172184,1
-1.9731414,-0.027473249,1
-1.9729388,-0.18393143,1
-1.9720744,-0.008245038,1
-1.9718227,-0.01796988,1
-1.9716144,-0.06961705,1
-1.9711738,-0.043529015,1
-1.9708688,-0.0580082,1
-1.9707879,-0.0343478,1
-1.9705615,-0.025504116,1
-1.9702924,-0.14021026,1
-1.9696829,-0.0828776,1
-1.9690589,-0.01619127,1
-1.9684539,-0.046471488,1
-1.9683257,-0.23542298,1
-1.9681585,-0.08813559,1
-1.9675499,-0.037538182,1
-1.9662633,-0.010696063,1
-1.9661747,-0.23125395,1
-1.9661447,-0.011513563,1
-1.9651523,-0.18255615,1
-1.964316,-0.00064132264,1
-1.9642515,-0.17869163,1
-1.9641268,-0.061054897,1
-1.9633026,-0.012952804,1
-1.9632876,-0.18120262,1
-1.9626722,-0.24113628,1
-1.9616052,-0.062287264,1
-1.9608905,-0.257122,1
-1.9602386,-0.17866908,1
-1.9590054,-0.03698397,1
-1.9586574,-0.07089747,1
-1.9584233,-0.25500652,1
-1.9582945,-0.22033493,1
-1.9564118,-0.228498,1
-1.9555565,-0.014236568,1
-1.9552538,-0.26278785,1
-1.9551712,-0.26305956,1
-1.9536669,-0.17397778,1
-1.9534895,-0.055345457,1
-1.9533402,-0.22517197,1
-1.9529694,-0.26702875,1
-1.9529195,-0.03005721,1
-1.9528589,-0.266483,1
-1.9528356,-0.26650816,1
-1.9528277,-0.26652452,1
-1.9527155,-0.17426704,1
-1.9526277,-0.26763433,1
-1.9525578,-0.26711348,1
-1.9524206,-0.26702097,1
-1.9523456,-0.039296065,1
-1.9523073,-0.26691177,1
-1.9522629,-0.26682642,1
-1.9522614,-0.2668036,1
-1.9522531,-0.26682144,1
-1.9520429,-0.22505054,1
-1.9519266,-0.22459336,1
-1.9516847,-0.23749271,1
-1.9516307,-0.1573749,1
-1.9516071,-0.060913015,1
-1.9516033,-0.22828369,1
-1.951505,-0.23348586,1
-1.9511563,-0.03759961,1
-1.9511544,-0.17352563,1
-1.9509791,-0.058274277,1
-1.9508669,-0.038090415,1
-1.950623,-0.038192768,1
-1.9505017,-0.044892177,1
-1.9504863,-0.22800383,1
-1.9503571,-0.26519525,1
-1.95,-0.17372642,1
-1.9499938,-0.2252635,1
-1.9492333,-0.12869494,1
-1.9488312,-0.26355752,1
-1.9486351,-0.17233859,1
-1.9480999,-0.17138802,1
-1.9463043,-0.1680213,1
-1.9462179,-0.17075466,1
-1.9459829,-0.064562894,1
-1.9448828,-0.07390075,1
-1.9439847,-0.1695974,1
-1.943,-0.16796038,1
-1.9425837,-0.07432155,1
-1.9424604,-0.0638561,1
-1.9412702,-0.16585207,1
-1.9412339,-0.195874,1
-1.9405836,-0.12693359,1
-1.9404675,-0.16782114,1
-1.9403007,-0.22853425,1
-1.9399303,-0.16580568,1
-1.9397588,-0.16731845,1
-1.9393686,-0.031020215,1
-1.9386121,-0.23283106,1
-1.9384114,-0.16235298,1
-1.9375228,-0.16440757,1
-1.9371203,-0.16522016,1
-1.9367534,-0.1646269,1
-1.9364127,-0.072612286,1
-1.9360678,-0.16302374,1
-1.9359632,-0.08111989,1
-1.9359065,-0.23536776,1
-1.9357951,-0.08152274,1
-1.9354268,-0.081455186,1
-1.9348063,-0.15702367,1
-1.9344589,-0.16445793,1
-1.9332923,-0.11777229,1
-1.9328473,-0.23873957,1
-1.9315425,-0.16666816,1
-1.9307421,-0.15993564,1
-1.9292248,-0.24300961,1
-1.9288749,-0.08152213,1
-1.9283029,-0.23997878,1
-1.9280491,-0.8759605,1
-1.928011,-0.8759739,1
-1.9279925,-0.8759309,1
-1.9279917,-0.87611765,1
-1.9279803,-0.87595433,1
-1.9279791,-0.8758911,1
-1.9279778,-0.87599087,1
-1.9279767,-0.8759499,1
-1.9279712,-0.8759994,1
-1.927958,-0.87594706,1
-1.9279529,-0.87592834,1
-1.9278797,-0.87588567,1
-1.9278721,-0.8758775,1
-1.9277962,-0.8757525,1
-1.9277334,-0.08810118,1
-1.9277146,-0.875686,1
-1.9275626,-0.8755801,1
-1.9274968,-0.8760673,1
-1.927092,-0.8754014,1
-1.9270068,-0.08716773,1
-1.9266446,-0.8752992,1
-1.9265484,-0.87492436,1
-1.9265009,-0.8748712,1
-1.9263369,-0.08372729,1
-1.9263116,-0.10303083,1
-1.9257091,-0.8743075,1
-1.9252988,-0.87392986,1
-1.9252771,-0.8738988,1
-1.925242,-0.23283546,1
-1.9252377,-0.8738703,1
-1.924951,-0.23243308,1
-1.9247597,-0.87346756,1
-1.9246973,-0.87342614,1
-1.9246693,-0.87340903,1
-1.9246551,-0.2329112,1
-1.9245921,-0.8733432,1
-1.9244803,-0.099457815,1
-1.9242979,-0.10099966,1
-1.9242537,-0.2313724,1
-1.9239028,-0.102213554,1
-1.9238693,-0.8723914,1
-1.9237683,-0.8725452,1
-1.9237127,-0.87191397,1
-1.9236767,-0.87263554,1
-1.9235501,-0.872544,1
-1.9222457,-0.09779078,1
-1.9218743,-0.22856756,1
-1.9218354,-0.23749126,1
-1.9216295,-0.8712336,1
-1.9215975,-0.87119114,1
-1.9214412,-0.08933181,1
-1.9213688,-0.87101614,1
-1.9210051,-0.870951,1
-1.9209316,-0.8707327,1
-1.9208777,-0.870874,1
-1.9208063,-0.23706795,1
-1.9206619,-0.22999066,1
-1.9206282,-0.09617067,1
-1.9201877,-0.09853459,1
-1.9198389,-0.08993474,1
-1.9196161,-0.08993812,1
-1.9186854,-0.0995032,1
-1.9184456,-0.09300225,1
-1.918164,-0.093333066,1
-1.9181356,-0.09296052,1
-1.9180799,-0.09241988,1
-1.9178979,-0.09319329,1
-1.9178952,-0.09044044,1
-1.9173536,-0.093080126,1
-1.9171487,-0.093156785,1
-1.9170794,-0.86689234,1
-1.9166117,-0.093206815,1
-1.9165021,-0.094037354,1
-1.9162396,-0.0944424,1
-1.9161173,-0.09450694,1
-1.9159749,-0.09436118,1
-1.9157801,-0.09426685,1
-1.9156352,-0.095341854,1
-1.9148656,-0.09545126,1
-1.9145725,-0.09574934,1
-1.9144876,-0.09546164,1
-1.9144864,-0.094730385,1
-1.9144465,-0.095523745,1
-1.9141564,-0.095721535,1
-1.9141494,-0.09542472,1
-1.913858,-0.09531652,1
-1.913528,-0.09577191,1
-1.9130774,-0.09500851,1
-1.912718,-0.09690667,1
-1.9125348,-0.6887744,1
-1.912383,-0.09723152,1
-1.9116727,-0.09972101,1
-1.9102894,-0.0975878,1
-1.9094317,-0.23030944,1
-1.9085342,-0.6882463,1
-1.9085065,-0.68824774,1
-1.9085044,-0.6882659,1
-1.9084834,-0.68823826,1
-1.9084785,-0.6882511,1
-1.9084697,-0.6881965,1
-1.9084401,-0.6882318,1
-1.9084375,-0.6882673,1
-1.9084296,-0.68825805,1
-1.9084179,-0.68826413,1
-1.9084178,-0.6882633,1
-1.9084158,-0.6882579,1
-1.9084077,-0.68824565,1
-1.9083197,-0.68816906,1
-1.9081898,-0.68817157,1
-1.9081178,-0.6882405,1
-1.9080533,-0.6881037,1
-1.9078296,-0.68801314,1
-1.9077345,-0.22968748,1
-1.9063928,-0.22783867,1
-1.9059625,-0.22806734,1
-1.9058722,-0.16076058,1
-1.90565,-0.22723716,1
-1.9043365,-0.104909636,1
-1.9040776,-0.22688675,1
-1.9040313,-0.16196337,1
-1.9037149,-0.15702435,1
-1.9028926,-0.0867345,1
-1.9025388,-0.68638444,1
-1.9023894,-0.22821444,1
-1.9019567,-0.08726385,1
-1.901915,-0.22694287,1
-1.901037,-0.2242908,1
-1.9003888,-0.2255524,1
-1.8988172,-0.6852545,1
-1.898252,-0.22475994,1
-1.8980128,-0.22515704,1
-1.8972892,-0.22176452,1
-1.8957381,-0.68429667,1
-1.8952181,-0.117808394,1
-1.8944184,-0.0808842,1
-1.8923843,-0.16433421,1
-1.8920454,-0.16159779,1
-1.8912505,-0.12686583,1
-1.8909625,-0.078416966,1
-1.8904674,-0.076974995,1
-1.8904523,-0.07781506,1
-1.8903766,-0.076808624,1
-1.889058,-0.16279064,1
-1.8889984,-0.075299434,1
-1.8886465,-0.07746976,1
-1.8883176,-0.07589674,1
-1.8879614,-0.076342724,1
-1.8873694,-0.2105003,1
-1.8873001,-0.20953862,1
-1.8868489,-0.07427383,1
-1.8863546,-0.15424426,1
-1.8861606,-0.16556972,1
-1.885925,-0.15059067,1
-1.8855544,-0.22064686,1
-1.8849893,-0.22125424,1
-1.8835313,-0.21341167,1
-1.8821988,-0.15699753,1
-1.8811724,-0.15554856,1
-1.8804611,-0.1549423,1
-1.8794655,-0.14081699,1
-1.8791548,-0.14444146,1
-1.8782763,-0.16359662,1
-1.8781167,-0.2091861,1
-1.8778265,-0.15867557,1
-1.8771031,-0.15828025,1
-1.8765519,-0.21568343,1
-1.8765142,-0.16259918,1
-1.8757938,-0.21370125,1
-1.8751438,-0.1585022,1
-1.874989,-0.13916756,1
-1.8736733,-0.2151843,1
-1.8735635,-0.21686415,1
-1.872022,-0.20919375,1
-1.8716346,-0.21677402,1
-1.8692292,-0.21621488,1
-1.8690151,-0.214688,1
-1.8689663,-0.21285722,1
-1.8685077,-0.21301949,1
-1.8684754,-0.21557263,1
-1.8684635,-0.2157337,1
-1.8683228,-0.15066351,1
-1.867834,-0.21501221,1
-1.8674138,-0.2069354,1
-1.8672975,-0.20551923,1
-1.8671947,-0.21538949,1
-1.86705,-0.21344796,1
-1.8667256,-0.2151305,1
-1.8661703,-0.21408758,1
-1.8659112,-0.14048053,1
-1.8656723,-0.21183878,1
-1.8655651,-0.21471849,1
-1.8652967,-0.17025836,1
-1.865243,-0.21466321,1
-1.8652086,-0.14142431,1
-1.8647135,-0.21218604,1
-1.8645593,-0.67482203,1
-1.8639439,-0.21377459,1
-1.863671,-0.6740186,1
-1.8635851,-0.21372862,1
-1.8631886,-0.21329656,1
-1.86312,-0.21384734,1
-1.8626938,-0.21170804,1
-1.86189,-0.21235317,1
-1.8618745,-0.1381716,1
-1.8611674,-0.67268264,1
-1.860366,-0.21276808,1
-1.8603133,-0.6720635,1
-1.8600873,-0.67413086,1
-1.8598,-0.67520046,1
-1.8597978,-0.67437553,1
-1.8593193,-0.20714681,1
-1.8582854,-0.15488042,1
-1.8578856,-0.67860436,1
-1.8576865,-0.17191873,1
-1.8575162,-0.0028237381,1
-1.8575078,-1.3039294,1
-1.8575015,-1.3039355,1
-1.8575014,-1.3039414,1
-1.8574945,-1.3039355,1
-1.8574747,-1.303921,1
-1.8574727,-1.3039182,1
-1.8574682,-1.3039172,1
-1.857465,-1.3039145,1
-1.85746,-1.3039128,1
-1.8574592,-1.303911,1
-1.8574507,-1.3039054,1
-1.8574504,-1.303903,1
-1.8574463,-1.3039005,1
-1.8574443,-1.3038993,1
-1.8574423,-1.3038992,1
-1.8574386,-1.3038961,1
-1.8573232,-0.6791888,1
-1.8573232,-0.6791844,1
-1.8573111,-0.6792437,1
-1.8572611,-0.21137567,1
-1.8572519,-0.13743809,1
-1.8571407,-0.13269714,1
-1.8570365,-0.6795968,1
-1.8570365,-0.13265617,1
-1.8570344,-0.6795913,1
-1.8568474,-0.67983437,1
-1.8567958,-0.6798733,1
-1.8567792,-0.67989355,1
-1.8563325,-0.6696663,1
-1.8558196,-0.13064237,1
-1.8554883,-0.16947939,1
-1.8553405,-0.1307723,1
-1.8550199,-0.13276035,1
-1.8550143,-0.13049008,1
-1.854965,-0.0036326023,1
-1.8547837,-0.15662836,1
-1.8539629,-0.17671242,1
-1.8537565,-0.13027945,1
-1.8527694,-0.17315587,1
-1.8527442,-0.15429337,1
-1.8526187,-0.6672483,1
-1.8523213,-0.20675097,1
-1.8520172,-0.16858593,1
-1.851405,-0.16196992,1
-1.8513045,-0.20710461,1
-1.85094,-0.15393987,1
-1.8507758,-0.17498977,1
-1.8507003,-0.16726334,1
-1.8506712,-0.20311254,1
-1.8505006,-0.0029595192,1
-1.8502944,-0.20058142,1
-1.8500214,-0.123674214,1
-1.849589,-0.15496407,1
-1.8494954,-0.15751275,1
-1.8482294,-0.16600314,1
-1.8477273,-0.16487682,1
-1.8473567,-0.16784354,1
-1.8470492,-0.0015257943,1
-1.8469805,-0.66387063,1
-1.8467499,-0.17575896,1
-1.846713,-0.033212855,1
-1.8464804,-0.1547011,1
-1.8463839,-0.15419218,1
-1.8462865,-0.17461771,1
-1.8461066,-0.6634481,1
-1.8460467,-0.66339266,1
-1.8460279,-0.66340244,1
-1.8460054,-0.66335225,1
-1.8460048,-0.6633753,1
-1.8459849,-0.66336566,1
-1.845849,-0.66339684,1
-1.8458344,-0.6633,1
-1.8458028,-0.6633723,1
-1.8457977,-0.663377,1
-1.8457927,-0.663349,1
-1.8457909,-0.66336006,1
-1.8457866,-0.66336876,1
-1.845781,-0.66336316,1
-1.8457803,-0.6633479,1
-1.8457749,-0.6633703,1
-1.8457717,-0.66336477,1
-1.8457671,-0.6633537,1
-1.8457669,-0.6633699,1
-1.8457668,-0.6633733,1
-1.8457537,-0.6632396,1
-1.84575,-0.6633889,1
-1.8456473,-0.004212806,1
-1.8454504,-0.008214951,1
-1.8451731,-0.01621247,1
-1.8451107,-0.2070489,1
-1.8428081,-0.16604693,1
-1.8422145,-0.031338774,1
-1.8416452,-0.1562091,1
-1.8414348,-0.024968151,1
-1.8412324,-0.029721435,1
-1.8394217,-0.09592014,1
-1.8392477,-0.025660958,1
-1.8385372,-0.027693497,1
-1.8373914,-0.022310447,1
-1.8373827,-0.023626387,1
-1.8372197,-0.018601008,1
-1.8371727,-0.02803005,1
-1.836379,-0.024797881,1
-1.8361982,-0.025558468,1
-1.8360581,-0.17757757,1
-1.835982,-0.017244173,1
-1.8358455,-0.1729322,1
-1.8355459,-0.022569723,1
-1.8348421,-0.16444835,1
-1.8347014,-0.027166167,1
-1.8345397,-0.17419532,1
-1.8344594,-0.011030891,1
-1.8344544,-0.02392706,1
-1.8344345,-0.023338694,1
-1.8342063,-0.023554206,1
-1.8340386,-0.1639342,1
-1.833507,-0.199981,1
-1.8332287,-0.0221772,1
-1.8327414,-0.19598718,1
-1.8326371,-0.20264998,1
-1.8323938,-0.15788318,1
-1.8315942,-0.022455616,1
-1.8313552,-0.02070946,1
-1.8312738,-0.0947556,1
-1.8307658,-0.09496851,1
-1.8307198,-0.09129323,1
-1.8307128,-0.09494546,1
-1.8303262,-0.08888083,1
-1.8302901,-0.09452742,1
-1.8296098,-0.08932113,1
-1.8294753,-0.09315833,1
-1.8290476,-0.15495037,1
-1.8284377,-0.09249753,1
-1.8282039,-0.015968766,1
-1.8278469,-0.017361706,1
-1.8272883,-0.017300837,1
-1.827189,-0.016890567,1
-1.8271773,-0.026776765,1
-1.8271006,-0.040218093,1
-1.8270732,-0.017317941,1
-1.8265835,-0.015552926,1
-1.826485,-0.045428142,1
-1.8262255,-0.018394858,1
-1.8259934,-0.092747346,1
-1.8259795,-0.017037798,1
-1.8259062,-0.018385246,1
-1.8257178,-0.07373873,1
-1.8251202,-0.019473389,1
-1.8250356,-0.018577747,1
-1.8249559,-0.073102444,1
-1.824813,-0.018492082,1
-1.8247507,-0.093226396,1
-1.8243849,-0.019471578,1
-1.8243675,-0.019518409,1
-1.8235537,-0.1963077,1
-1.8232654,-0.0156343,1
-1.8232608,-0.09153866,1
-1.8231657,-0.17131658,1
-1.8230097,-0.018741637,1
-1.8228836,-0.016478183,1
-1.8226376,-0.016829,1
-1.8224478,-0.04755406,1
-1.8222632,-0.19311269,1
-1.8217899,-0.014279776,1
-1.8211601,-0.034025036,1
-1.8211114,-0.052933015,1
-1.8209256,-0.19506918,1
-1.8209035,-0.009313123,1
-1.8207494,-0.16103853,1
-1.8196187,-0.017455477,1
-1.8196138,-0.1964016,1
-1.8195583,-0.01926774,1
-1.8193,-0.018581703,1
-1.8191112,-0.15349577,1
-1.8188043,-0.08926663,1
-1.8187389,-0.08927295,1
-1.8186797,-0.15342015,1
-1.8171498,-0.07189685,1
-1.8170886,-0.031076182,1
-1.8165215,-0.007562817,1
-1.8158202,-0.018334573,1
-1.8156167,-0.19452,1
-1.8155874,-0.05445324,1
-1.8152431,-0.19444622,1
-1.8148352,-0.054440256,1
-1.814293,-0.08915994,1
-1.8142613,-0.1638158,1
-1.8141544,-0.08325263,1
-1.8141376,-0.16708587,1
-1.8137233,-0.19341478,1
-1.8136591,-0.087061316,1
-1.812967,-0.19404437,1
-1.8128444,-0.15306588,1
-1.8124813,-0.16842304,1
-1.8124359,-0.1941061,1
-1.8116698,-0.19186153,1
-1.8114479,-0.077168055,1
-1.81112,-0.15420938,1
-1.8110026,-0.19310051,1
-1.8105485,-0.19332695,1
-1.8103364,-0.011434975,1
-1.8101089,-0.08165847,1
-1.810091,-0.15334618,1
-1.8097923,-0.023387892,1
-1.8093648,-0.023886193,1
-1.8092827,-0.043214746,1
-1.8092626,-0.08726554,1
-1.8092276,-0.18873495,1
-1.8083353,-0.02238324,1
-1.8078321,-0.02228189,1
-1.8074787,-0.19118628,1
-1.8074722,-0.15550439,1
-1.8073653,-0.15545927,1
-1.8062822,-0.05515524,1
-1.8062028,-0.020695977,1
-1.8060641,-0.031038685,1
-1.8057681,-0.023594126,1
-1.8051288,-0.054601416,1
-1.8047909,-0.19193654,1
-1.8045855,-0.01698863,1
-1.8038974,-0.08520342,1
-1.8034927,-0.18562064,1
-1.8022497,-0.16366428,1
-1.8020692,-0.18783484,1
-1.8018036,-0.18980172,1
-1.8013085,-0.04689053,1
-1.8010274,-0.18673098,1
-1.8009773,-0.045623593,1
-1.8008677,-0.15808766,1
-1.800808,-0.024034537,1
-1.7998638,-0.06933476,1
-1.7996305,-0.033723664,1
-1.7993095,-0.16070975,1
-1.7986835,-0.15264304,1
-1.7986821,-0.025481272,1
-1.7983971,-0.15100798,1
-1.7981387,-0.07281757,1
-1.796915,-0.027462078,1
-1.7967944,-0.074208006,1
-1.7958004,-0.056207668,1
-1.7954519,-0.15316674,1
-1.7946998,-0.08312368,1
-1.7944487,-0.08307052,1
-1.7941628,-0.02140171,1
-1.793426,-0.18074483,1
-1.7933195,-0.18508005,1
-1.7931759,-0.063466504,1
-1.7929168,-0.048433434,1
-1.7929116,-0.014957038,1
-1.7928265,-0.18635255,1
-1.7927349,-0.027759269,1
-1.7925519,-0.033328105,1
-1.792337,-0.18447976,1
-1.7921703,-0.1547946,1
-1.7919844,-0.02869826,1
-1.790732,-0.02341667,1
-1.7903408,-0.050139584,1
-1.7899969,-0.030651039,1
-1.7889616,-0.049690425,1
-1.7886466,-0.0813257,1
-1.7886127,-0.08067011,1
-1.7884873,-0.058608886,1
-1.7879187,-0.067437276,1
-1.7868522,-0.04405938,1
-1.7861671,-0.05213011,1
-1.7854277,-0.02979682,1
-1.7852203,-0.017994534,1
-1.7842934,-0.06256337,1
-1.7842599,-0.030000241,1
-1.7834249,-0.0023401189,1
-1.7832212,-0.061055705,1
-1.7822124,-0.18330687,1
-1.7816118,-0.1819647,1
-1.7812529,-0.0071183103,1
-1.7811106,-0.021852512,1
-1.779739,-0.05458027,1
-1.7795976,-0.000894582,1
-1.7795695,-0.052651033,1
-1.7794799,-0.15360738,1
-1.7792033,-0.053932372,1
-1.7770712,-0.033272944,1
-1.7767006,-0.007161992,1
-1.7760696,-0.06351662,1
-1.7758887,-0.06171054,1
-1.7755651,-0.15535939,1
-1.7755122,-0.056940757,1
-1.7751727,-0.0099072,1
-1.7749635,-0.17832261,1
-1.7745371,-0.1779849,1
-1.7731968,-0.17695348,1
-1.772977,-0.17129807,1
-1.7727464,-0.02118837,1
-1.7725308,-0.007267352,1
-1.7722844,-0.1773977,1
-1.7719442,-0.06362396,1
-1.771821,-0.054375347,1
-1.7715979,-0.17659523,1
-1.7705683,-0.15116122,1
-1.7695457,-0.15290776,1
-1.7692093,-0.06627152,1
-1.768701,-0.1353195,1
-1.7683731,-0.17676629,1
-1.7683144,-0.17534907,1
-1.7677872,-0.035484638,1
-1.7677456,-0.06283944,1
-1.7676455,-0.03569608,1
-1.7672716,-0.14703909,1
-1.7664869,-0.14275691,1
-1.7658529,-0.17400156,1
-1.7658062,-0.17399026,1
-1.7632046,-0.055833977,1
-1.7629311,-0.031209847,1
-1.7621167,-0.13753732,1
-1.7618691,-0.014537966,1
-1.7605994,-0.14057015,1
-1.7603651,-0.040115155,1
-1.7603233,-0.14493428,1
-1.7594805,-0.027676057,1
-1.7589402,-0.07410546,1
-1.7588644,-0.17141421,1
-1.7571129,-0.13191909,1
-1.7562932,-0.03464722,1
-1.7560527,-0.04969544,1
-1.7551789,-0.16814591,1
-1.7516776,-0.024343653,1
-1.750862,-0.07315242,1
-1.7505467,-0.0739336,1
-1.7503675,-0.055855848,1
-1.7496188,-0.16638365,1
-1.7495093,-0.14385821,1
-1.7491361,-0.074224494,1
-1.748464,-0.13961168,1
-1.7463739,-0.031586073,1
-1.7432886,-0.06587479,1
-1.7428067,-0.022824403,1
-1.742751,-0.1607161,1
-1.7423368,-0.05738323,1
-1.7422519,-0.15903804,1
-1.7421981,-0.06859922,1
-1.7402321,-0.06400205,1
-1.7396926,-0.15809445,1
-1.7395306,-0.056761045,1
-1.7389594,-0.05685044,1
-1.738695,-0.05601528,1
-1.7385987,-0.034078438,1
-1.7374303,-0.05929676,1
-1.7374234,-0.06854403,1
-1.7369566,-0.06414599,1
-1.7353084,-0.05831297,1
-1.7352607,-0.15349415,1
-1.7344732,-0.055043418,1
-1.734378,-0.05717708,1
-1.7342924,-0.15275285,1
-1.7339642,-0.05605651,1
-1.7336001,-0.075962156,1
-1.7326078,-0.058267843,1
-1.732344,-0.15396258,1
-1.7309221,-0.054743048,1
-1.728544,-0.069671065,1
-1.7285428,-0.15178797,1
-1.7278026,-0.05986485,1
-1.7266073,-0.03954052,1
-1.72542,-0.078494385,1
-1.7252847,-0.1517031,1
-1.7250899,-0.059540633,1
-1.7250799,-0.060607325,1
-1.724674,-0.14875033,1
-1.7242426,-0.14932252,1
-1.7239009,-0.1273744,1
-1.723866,-0.064022884,1
-1.7226926,-0.051756755,1
-1.7224369,-0.06007317,1
-1.7224118,-0.058336206,1
-1.7218125,-0.1470146,1
-1.7218027,-0.14842542,1
-1.7208642,-0.13794486,1
-1.7203323,-0.14608088,1
-1.7200046,-0.028488459,1
-1.7193718,-0.07748283,1
-1.7189041,-0.14706226,1
-1.7187861,-0.06491756,1
-1.7184438,-0.1447785,1
-1.7182347,-0.121514864,1
-1.7181634,-0.076688305,1
-1.717831,-0.14468312,1
-1.7168741,-0.14330904,1
-1.7165433,-0.1423555,1
-1.7164129,-0.0762923,1
-1.7163683,-0.07740123,1
-1.7156254,-0.07715513,1
-1.7150629,-0.14209895,1
-1.7148094,-0.14205346,1
-1.7143934,-0.07864173,1
-1.7143929,-0.14153706,1
-1.7140754,-0.14108817,1
-1.7138553,-0.13047019,1
-1.7135154,-0.07674583,1
-1.7135099,-0.07682626,1
-1.7133853,-0.11559552,1
-1.7133611,-0.0772438,1
-1.7123849,-0.07731748,1
-1.711898,-0.1403352,1
-1.7114036,-0.11685792,1
-1.7112305,-0.078496695,1
-1.7111913,-0.13928711,1
-1.7100812,-0.07883687,1
-1.7092457,-0.13657512,1
-1.7084563,-0.07800614,1
-1.7069788,-0.13643129,1
-1.7069042,-0.07874313,1
-1.7067331,-0.07600581,1
-1.705398,-0.11534379,1
-1.7043318,-0.07992724,1
-1.7041625,-0.08295447,1
-1.7033699,-0.080503576,1
-1.7028202,-0.08089825,1
